Year,MAP Temperature
1850.0,-0.21016045366780092
1851.0,0.05355705631488213
1852.0,0.07369147182243375
1853.0,-0.02400642525351432
1854.0,-0.1792477877928966
1855.0,-0.2386874922594281
1856.0,-0.20962029188863987
1857.0,0.05411538365324554
1858.0,0.2283532616855357
1859.0,0.1571806354270452
1860.0,-0.025875305137140148
1861.0,-0.03691529603625021
1862.0,-0.14454964355742156
1863.0,-0.015763451291899412
1864.0,0.023142661497477596
1865.0,-0.10100751871120062
1866.0,0.12572756221540926
1867.0,0.21944074311519102
1868.0,0.21566164078054242
1869.0,0.02707421183286341
1870.0,0.007889037251565797
1871.0,0.07010955431917193
1872.0,0.08322826397638616
1873.0,0.20555767505210065
1874.0,-0.02663118578398027
1875.0,0.005408934666952844
1876.0,-0.0060501751199281
1877.0,0.07469612143124808
1878.0,0.04756643642869836
1879.0,0.10583980395804607
1880.0,0.1795958131103262
1881.0,0.08382439609178856
1882.0,0.11332669599104217
1883.0,0.007921672484008282
1884.0,-0.20555389447573386
1885.0,0.00899731743695048
1886.0,-0.05787691767093589
1887.0,-0.06410880762265761
1888.0,0.041400988501782504
1889.0,0.023314303495325484
1890.0,0.10084049404813786
1891.0,0.0935774793339414
1892.0,-0.1675594475282517
1893.0,-0.13809761591987288
1894.0,0.07163349993913354
1895.0,0.12423963290640358
1896.0,0.08595376880297173
1897.0,0.0668899349007441
1898.0,-0.04175456886657036
1899.0,-0.009932232264258031
1900.0,0.006388080736479812
1901.0,0.03636586577932078
1902.0,0.06393171519536348
1903.0,0.1205760606272794
1904.0,0.1587787512529439
1905.0,-0.17167160351086344
1906.0,-0.008851793171073492
1907.0,0.06341705687415747
1908.0,-0.124219995201888
1909.0,-0.1679597582888023
1910.0,-0.12990267644863143
1911.0,-0.1820122002338969
1912.0,-0.21866480476857075
1913.0,0.00017559709855138883
1914.0,-0.009284907624313832
1915.0,0.08470195991054452
1916.0,0.03791743060270351
1917.0,0.0769071552474375
1918.0,0.29322158323676006
1919.0,0.10050712158893027
1920.0,0.05138101192463018
1921.0,0.20409590240537842
1922.0,0.08903005374371831
1923.0,0.1639123635395687
1924.0,0.06521727715964647
1925.0,0.2203526167231373
1926.0,0.04085597886209537
1927.0,0.09073577324283191
1928.0,-0.019551618206536822
1929.0,-0.05298415384881934
1930.0,0.09025164239356476
1931.0,0.05925389121914949
1932.0,0.21003577082320116
1933.0,0.008719323066537554
1934.0,0.1455218932249002
1935.0,0.20578053205154315
1936.0,0.24651316136596949
1937.0,0.12822387803581195
1938.0,0.27907474282044586
1939.0,0.18013280148233393
1940.0,0.3232352257483323
1941.0,0.19079902360126544
1942.0,0.2256263766295232
1943.0,0.36487170622985954
1944.0,0.05231467481058301
1945.0,0.1109646713844708
1946.0,0.1743034878473904
1947.0,0.23156793940103979
1948.0,0.32917829177353997
1949.0,0.3899530137441277
1950.0,0.19658217418841326
1951.0,0.16301478388129326
1952.0,0.15103760430160193
1953.0,0.10575456386364797
1954.0,0.22348251419856913
1955.0,0.21456911241797974
1956.0,0.1918348802786239
1957.0,0.24949217922838549
1958.0,0.32218087108255566
1959.0,0.4025382596635223
1960.0,0.3199012954102948
1961.0,0.23381609514389531
1962.0,0.4317268705919277
1963.0,0.15080159560490533
1964.0,0.12330465989049974
1965.0,-0.0018167355903561805
1966.0,0.12422255805594991
1967.0,0.21031932711167803
1968.0,0.21195888936416868
1969.0,0.24258956380710847
1970.0,0.0779527437073829
1971.0,0.28237110657675146
1972.0,0.179211825020116
1973.0,0.23688887021765764
1974.0,0.2061510181510026
1975.0,0.3415656978331387
1976.0,0.17234707459248103
1977.0,0.28948568350239745
1978.0,0.42353649167953844
1979.0,0.5259351289550571
1980.0,0.6057016896181305
1981.0,0.49615911366446686
1982.0,0.37966745562761206
1983.0,0.47998058568565705
1984.0,0.46072675497831284
1985.0,0.5963933345756383
1986.0,0.5603895499324553
1987.0,0.4001588668891354
1988.0,0.4856864281259191
1989.0,0.6067057495093934
1990.0,0.6173746699831503
1991.0,0.5647357341287502
1992.0,0.4451825055520664
1993.0,0.37216924951126085
1994.0,0.5151915427626967
1995.0,0.47880166174585503
1996.0,0.5445840395462848
1997.0,0.5546152732164227
1998.0,0.6272559967348394
1999.0,0.622609939625163
2000.0,0.8178593847355287
2001.0,0.8429925763823932
2002.0,0.9989377426104604
2003.0,0.7741177959250384
2004.0,0.8120003659790888
2005.0,0.7934896045780545
2006.0,0.8239569828260564
2007.0,0.7569872453795415
2008.0,0.9729140530331903
2009.0,0.990495344109825
2010.0,1.0354222786902374
2011.0,0.8073551600268598
2012.0,0.9991224289088863
2013.0,0.8800277180095817
2014.0,0.9444434004968861
2015.0,0.8835045234758501
2016.0,0.9988930861953756
2017.0,1.0038842667168533
2018.0,1.107558557038271
2019.0,1.106048603530322
2020.0,1.0626709723844496
2021.0,1.1738762973494854
2022.0,1.0942756616342377
2023.0,1.1511414394673878
2024.0,1.1313066139176238
2025.0,1.2941277594658005
2026.0,1.0566448983204584
2027.0,1.4600676527516963
2028.0,1.4990961962366516
2029.0,1.3849145778488037
2030.0,1.4731013412913923
2031.0,1.4304406940906218
2032.0,1.3781401549891195
2033.0,1.4747914495213568
2034.0,1.3129125655793947
2035.0,1.2818708891181267
2036.0,1.4577917570535401
2037.0,1.4086952558227623
2038.0,1.5493684393219769
2039.0,1.5337163682180952
2040.0,1.560219778370786
2041.0,1.4656215819239518
2042.0,1.5801194575115858
2043.0,1.6896064183127852
2044.0,1.592297462748344
2045.0,1.7749043971195952
2046.0,1.8034299388840087
2047.0,1.8829824559432127
2048.0,1.7236064349260167
2049.0,1.8638006145048367
2050.0,1.9272310398029435
2051.0,1.8717893994453352
2052.0,2.022871856885772
